Year,Firm,ESG controversy score,Environment controversy score,Social controvery score,Governance controversy score,Score - Emission Reduction/Biodiversity Controversies (Inactive),Score - Emission Reduction/Spill/Pollution Controversies (Inactive),Score - Product Innovation/Product Impact Controversies (Inactive),Score - Resource Reduction/Environment Impact Controversy (Inactive),Score - Client Loyalty/Anti-competition Controversy (Inactive),Score - Community/Bribery Corruption Fraud Controversies (Inactive),Score - Community/Critical Countries-Indigenous Controversy (Inactive),Score - Community/Public Health Controversies (Inactive),Score - Diversity and Opportunity/Diversity Controversies (Inactive),Score - Employment Quality/Wages Work Condition Controversy (Inactive),Score - Health & Safety/Health & Safety Controversies (Inactive),Score - Human Rights/Child Labor Controversies (Inactive),Score - Human Rights/Freedom of Association Controversies (Inactive),Score - Human Rights/Human Rights Controversies (Inactive),Score - Product Responsibility/Customer Controversies (Inactive),Score - Product Responsibility/Responsible Mrktg Controversy(Inactive),Score - Product Responsibility/Social Exclusion Controversy (Inactive),Score - Compensation Policy/Compensation Controversies (Inactive),Score - Shareholder Loyalty/Accounting Controversies (Inactive),Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive),Score - Shareholder Rights/Shareholder Controversies (Inactive),mv,mc,tobin,roe,oia,ois,esg_score,esg_binaire,csr_com,csr_report,assets,roa,sg,lev,div,ind,country
2014,TOD'S,63.27,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,3715.98,2203877,3.346,16.82,0.13782122,0.154217998,28.85,0,0,0,1092125,9.05,-0.72,3.29,2.22,153,IT
2015,TOD'S,56.48,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,2203.88,2236017,1.902,12,0.129793925,0.144567511,25.85,0,0,0,1167728,8.26,7.42,7.16,3.75,153,IT
2016,TOD'S,56.14,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,2236.02,2045181,1.802,10.76,0.085166294,0.130035358,30.37,0,0,0,1549815,6.5,-3.18,16.98,2.74,153,IT
2017,TOD'S,56.92,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,2071.66,2015397,1.343,7.94,0.074448398,0.116219175,40.04,0,0,1,1534123,4.68,-3.18,13.84,3.19,153,IT
2018,TOD'S,56.67,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,2015.4,1366101,1.306,6.54,0.046875521,0.076996017,45.76,0,0,1,1560772,3.11,-3.31,17.08,2.79,153,IT
2013,TOFAS TURK OTOM.FABK.,66.34,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,5225,6700000,0.969,21.74,0.048096856,0.040417286,50.5,0,0,1,5914212,7.66,4.96,38.62,4.78,65,TR
2014,TOFAS TURK OTOM.FABK.,68.1,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,6700,7975000,1.224,22.87,0.042103787,0.039589871,68.6,1,1,1,6995784,9.36,5.71,37.13,7.16,65,TR
2015,TOFAS TURK OTOM.FABK.,62.29,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,7975,9475000,1.266,25.62,0.042977725,0.041206977,71.16,1,1,1,9511974,10.6,33.34,46.11,4.08,65,TR
2016,TOFAS TURK OTOM.FABK.,63.81,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,9475,12320000,1.198,32.17,0.036146186,0.028509089,69.31,1,1,1,11228128,10.08,43.5,44.67,5.12,65,TR
2017,TOFAS TURK OTOM.FABK.,66.11,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,12080,16510000,1.332,32.81,0.055386588,0.041555305,62.07,1,1,1,13105700,11.18,22.7,44.34,3.02,65,TR
2018,TOFAS TURK OTOM.FABK.,67.5,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,16510,8450000,1.456,35.8,0.081335826,0.052728514,60.79,1,1,1,12060196,11.27,6.5,45.04,2.12,65,TR
2013,TOM TOM,67.24,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,842.98,1144429,0.542,15.4,0.016935748,0.029317435,46.29,0,1,0,1667833,1.36,-8.86,10.4,0,58,NL
2014,TOM TOM,29.31,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,1144.09,1236117,0.637,2.29,0.015297152,0.025480589,50.04,0,1,0,1582909,1.65,-1.37,3.09,0,58,NL
2015,TOM TOM,13.1,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,1235.2,2674906,0.716,2.51,0.010023845,0.0163917,49.51,0,1,0,1646075,1.21,5.93,2.95,0,58,NL
2016,TOM TOM,60.19,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,2651.21,1990483,1.565,1.87,0.008964721,0.01468001,43.87,0,1,0,1616782,0.83,-1.92,0.59,0,58,NL
2017,TOM TOM,58.87,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,1993.79,1899032,1.149,1.2,0.066991869,0.101366848,44.67,0,1,0,1366942,-13.59,-8.5,0,0,58,NL
2018,TOM TOM,66.67,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,1942.55,1826799,1.303,-27.11,-0.009059303,-0.019649154,52.05,0,1,0,1489629,3.22,-7.1,2.6,0,58,NL
2013,TOMRA SYSTEMS,59.52,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,7438,8348004,1.764,19.29,0.110951192,0.132330892,49.91,0,1,1,5488900,7.67,12.99,28.36,2.09,43,NO
2014,TOMRA SYSTEMS,56.93,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,8363.13,8497085,1.79,13.74,0.097330221,0.132575279,43.03,0,1,1,6468700,6.5,7.42,25.49,2.21,43,NO
2015,TOMRA SYSTEMS,55.9,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,8511.15,14098569,1.519,11.13,0.128635032,0.14862687,55.05,0,1,1,7097600,9.07,29.35,17,2.35,43,NO
2016,TOMRA SYSTEMS,54.84,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,14135.91,13350662,2.135,15.23,0.14578591,0.152120304,53.04,0,1,1,6897100,10.05,7.6,11.01,1.52,43,NO
2017,TOMRA SYSTEMS,56.36,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,13358.81,19404632,2.014,16.49,0.112925971,0.123908451,58.64,0,1,1,8154900,9.55,12.44,15.7,1.94,43,NO
2018,TOMRA SYSTEMS,59.68,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,19464.64,28778866,2.481,15.34,0.118370815,0.128039275,62.12,1,1,1,9297900,8.73,15.66,16.4,1.6,43,NO
2013,TOPDANMARK,63.76, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,16678.75,17698632,0.305,33.96,0.034657452,0.151710971,47.78,0,1,1,59612000,2.83,-12.58,5.66,0,107,DK
2014,TOPDANMARK,60.13, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,17850,20745325,0.346,28.32,0.031791363,0.136091892,49.06,0,1,1,63728000,2.81,9.32,4.94,0,107,DK
2015,TOPDANMARK,55.9, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,23023.01,18751712,0.37,30.34,0.022913648,0.091762876,43.41,0,0,1,66947000,1.93,12.29,5.23,0,107,DK
2016,TOPDANMARK,55.02, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,20580.01,15637829,0.323,24.22,0.027589618,0.113993755,48.13,0,0,1,72781000,2.29,4.56,2.47,0,107,DK
2017,TOPDANMARK,54.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,17081.01,23023356,0.228,32.67,0.027759114,0.119631079,44.28,0,0,1,80370000,2.34,5.87,2.22,0,107,DK
2018,TOPDANMARK,59.26, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,24129.02,26188896,0.302,27.99,0.019352807,0.077370001,52.36,0,0,1,82572000,1.71,9.14,2.41,0,107,DK
2013,TOPPS TILES,60.59,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,97.81,178679,1.613,,0.157431518,0.077846938,44.07,0,0,1,87943,,0.09,62.34,2.48,85,GB
2014,TOPPS TILES,63.64,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,223.73,203318,2.445,,0.191973145,0.093148327,43.02,0,0,1,94732,15.37,9.78,52.34,1.29,85,GB
2015,TOPPS TILES,61.68,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,219.78,288129,2.463,1484.22,0.216422417,0.101318908,48.64,0,0,1,99352,14.44,8.7,44.98,1.98,85,GB
2016,TOPPS TILES,57.49,55.0975,53.7,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,305.16,221654,3.183,120.99,0.223072607,0.098016689,48.55,0,0,1,94467,16.9,1.31,36.85,1.9,85,GB
2017,TOPPS TILES,56.46,54.665,54.02692308,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,168.12,146837,2.607,88.52,0.184428209,0.086510139,52.39,0,0,1,99372,14.57,-1.46,35.14,4,85,GB
2018,TOPPS TILES,62.5,53.14,54.97230769,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,154.46,123561,1.754,57.02,0.141695759,0.067744955,53.74,0,0,1,103694,10.27,2.38,28.79,4.25,85,GB
2013,TORM A,16.33,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,1270.36,975220,0.888,-221.63,-0.017015764,-0.033322407,64.84,1,1,1,10897307,-4.05,-13.96,87,0,99,GB
2014,TORM A,59.8,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,984.26,223608,0.945,-142.39,-0.016113216,-0.038963641,53.22,0,1,1,8520025,-13.19,-36.68,103.95,0,99,GB
2015,TORM A,58.26,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,225.68,6224034,1.034,,0.07523483,0.264165285,54.65,0,1,1,12832886,11.42,259.9,41.76,0,99,GB
2016,TORM A,62.4,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,6224.03,3959152,0.812,12.7,0.047253163,0.114111367,57.9,0,1,1,11076084,-6.37,25.49,43.48,0,99,GB
2017,TORM A,56.64,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,3987.13,3332988,0.744,-17.46,0.025779841,0.061395081,57.71,0,1,1,10217014,1.69,-6.46,45.5,4.15,99,GB
2018,TORM A,60.96,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,3332.99,3254496,0.7,0.32,0.002879723,0.007996971,56.31,0,1,1,11162184,0.05,-6.31,43.72,0.24,99,GB
2013,TOTAL,5.26,39.6925, ,52.14,53.21,0,52.18,53.38,58.41,0.2,52.57,54.63,54.38,0,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,92294.44,101014689,0.621,14.67,0.11491613,0.114226811,82.32,1,1,1,170681000,5.14,-5.81,19.44,5.95,97,FR
2014,TOTAL,8.94,26.57, ,52.2175,53.67,0.02,52.59,0,59.29,63.28,52.85,0,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,105835.9,96771528,0.711,11.62,0.080610806,0.093727442,82.62,1,1,1,186669613,1.85,-6.37,25,5.3,97,FR
2015,TOTAL,11.62,39.7875, ,51.46,53.4,0.01,52.34,53.4,56.89,0,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,101127.2,95986109,0.665,4.3,0.050980065,0.079618748,80.7,1,1,1,203082342,2.58,-19.01,24.52,5.74,97,FR
2016,TOTAL,9.62,40.2125, ,51.92,53.13,0,52.16,55.56,58.44,0.02,52.32,52.76,52.76,54.47,0,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,100628.3,117891586,0.597,5.41,0.032158091,0.059605242,88.93,1,1,1,214826280,2.84,-10.87,23.54,5.91,97,FR
2017,TOTAL,5.58,39.915, ,52.285,52.99,0,52.06,54.61,0,0.09,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,118492.7,116061619,0.668,5.8,0.033666918,0.050932603,88.73,1,1,1,198012450,3.88,12.93,21.63,5,97,FR
2018,TOTAL,1.34,39.3225, ,53.725,51.39,54.86,51.04,0,0.02,0.38,51.91,53.15,54.61,0,0,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,116325.3,120443385,0.659,7.86,0.065122436,0.090893289,86.35,1,1,1,218086328,4.96,19.38,20.61,5.47,97,FR
2013,TP ICAP,62.5, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,547.95,819790,0.075,-15.97,0.013206152,0.106631828,37.65,0,1,0,6489400,1.22,-5.54,3.51,6.69,111,GB
2014,TP ICAP,61.74, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,819.79,691343,0.118,16.55,0.019536597,0.111584932,38.61,0,1,0,4018100,0.69,-12.47,5.47,4.48,111,GB
2015,TP ICAP,56.96, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,691.34,906124,0.153,5.33,0.023185941,0.102763819,43.1,0,1,0,3528000,2.59,13.15,6.24,5.94,111,GB
2016,TP ICAP,2.54, ,44.50461538,51.92,53.13,,52.16,55.56,0,0.02,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,906.12,2401057,0.192,15.35,0.003996812,0.116432978,42.37,0,1,0,25970700,0.39,12,2.11,4.53,111,GB
2017,TP ICAP,57.18, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,2401.06,2947986,0.058,2.28,0.004548982,0.096755834,49.47,0,1,0,37371000,0.35,97.08,1.58,3.89,111,GB
2018,TP ICAP,7.46, ,50.03153846,53.725,51.39,,51.04,55.27,60.98,0.38,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,2952.14,1695643,0.056,4.78,0.007875558,0.113239437,47.33,0,1,0,25522000,0.14,1.02,2.57,3.16,111,GB
2013,TR PROPERTY INV.,, , , ,,,,,,,,,,,,,,,,,,,,,,549.93,592203,0.942,12.54,0.157009838,2.352129338,,0,,,759825,17.04,-3.78,7.5,3.96,109,GB
2014,TR PROPERTY INV.,, , , ,,,,,,,,,,,,,,,,,,,,,,719.14,785815,0.817,18.75,0.165508279,0.880299134,,0,,,901828,18.29,234.3,8.43,3.18,109,GB
2015,TR PROPERTY INV.,51.09, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,903.29,985841,0.86,16.65,0.205690264,1.703829126,34.08,0,0,0,1098297,22.86,-21.8,6.19,2.65,109,GB
2016,TR PROPERTY INV.,53, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,956.63,944565,0.849,19.34,0.071249735,0.704881657,38.31,0,0,0,1150292,7.47,-12.31,1.3,2.62,109,GB
2017,TR PROPERTY INV.,50.85, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,947.93,998069,0.764,16.15,0.071630967,0.671141309,37.01,0,0,0,1190030,7.3,9.24,0.42,3.11,109,GB
2018,TR PROPERTY INV.,50.78, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,1261.79,1213867,0.763,7.1,0.126768632,1.304317386,32.18,0,0,0,1366734,13.69,4.58,3,2.78,109,GB
2013,TRELLEBORG B,56.78,54.495, ,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,,50,52.57,52.18,53.21,50.6,19539.14,3645150,1.073,14.45,0.099849962,0.123969636,48.94,0,1,1,26660000,6.62,0.99,25.58,3.1,43,SE
2014,TRELLEBORG B,57.96,55.255, ,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,,50,52.66,52.52,52.85,50.84,31024.91,35781475,0.358,10.85,0.084884009,0.121563402,51.57,0,1,1,32244000,7.99,4.85,26.17,2.35,43,SE
2015,TRELLEBORG B,55.71,54.88, ,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,,50,51.52,51.31,52.08,50.93,32019.46,44672630,1.332,12.5,0.0759411,0.103132686,52.21,0,1,1,33684000,8.34,10.07,27.46,2.46,43,SE
2016,TRELLEBORG B,56.91,55.0975, ,51.92,53.13,59.54,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,,50,51.48,52.16,52.48,51.56,39975.81,48603171,1.518,13.98,0.060933558,0.106759993,58.41,0,1,1,47560000,16.7,9.44,31.34,2.28,43,SE
2017,TRELLEBORG B,6.96,54.665, ,52.285,52.99,59,52.06,54.61,59.67,62.6,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,,50,51.63,52.54,52.06,52.91,43759.9,51503639,1.291,26.2,0.079780348,0.120990469,55.15,0,1,1,47894000,6.28,16.34,25.7,2.22,43,SE
2018,TRELLEBORG B,58.04,53.14, ,53.725,51.39,54.86,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,,50,52.71,53.86,53.12,55.21,46088.6,37773853,1.288,10.56,0.079989032,0.120099985,59.55,1,1,1,51057000,6.75,7.68,23.99,2.24,43,SE
2013,TRITAX BIG BOX REIT,, , , ,,,,,,,,,,,,,,,,,,,,,,  ,,,, , ,,0,,,,,,,  ,109,GB
2014,TRITAX BIG BOX REIT,, , , ,,,,,,,,,,,,,,,,,,,,,,204.75,508134,,,0.01748017,0.674514863,,0,,,717842,,,27.99,0,109,GB
2015,TRITAX BIG BOX REIT,52.3, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,508.13,879160,0.85,8.31,0.02313581,0.663292817,18.36,0,0,0,1254808,14.28,135.27,30.1,2.82,109,GB
2016,TRITAX BIG BOX REIT,51.9, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,879.16,1541695,0.947,15.93,0.025882946,0.68927743,21.1,0,0,0,1986134,6.38,70.4,26.86,4.09,109,GB
2017,TRITAX BIG BOX REIT,51.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,1541.7,2030398,0.959,6.5,0.029121196,0.72558829,20.6,0,0,0,2689450,11.26,44.73,26.36,4.01,109,GB
2018,TRITAX BIG BOX REIT,53.23, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,2030.4,1935665,0.99,12.84,0.029243125,0.690239494,23.38,0,0,0,3134070,9.47,23.01,26.18,3.97,109,GB
2013,TRYG,63.76, ,55.48692308,52.14,53.21,,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,26151.32,31141643,0.547,20.11,0.072491182,0.185265384,50.58,0,1,1,50751000,4.78,-1.85,9.15,1.53,141,DK
2014,TRYG,60.13, ,55.58538462,52.2175,53.67,,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,32160.29,39840693,0.694,21.33,0.077317743,0.205095743,53.42,0,1,1,50286000,5.24,-4.49,9.52,4.96,141,DK
2015,TRYG,6.74, ,53.58307692,51.46,53.4,,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,41130.2,38790277,0.877,23,0.056397464,0.150856317,52.68,0,1,1,48105000,4.19,-5.13,12.13,3.92,141,DK
2016,TRYG,55.02, ,53.7,51.92,53.13,,52.16,55.56,58.44,61.12,52.32,52.76,52.76,54.47,53.5,50.7,50.7,51.4,56.85,53.08,50,51.48,52.16,52.48,51.56,39785.47,35065792,0.918,20.15,0.066196918,0.180029569,55.25,0,1,1,47827000,5.33,-2.21,9.36,3.93,141,DK
2017,TRYG,54.65, ,54.02692308,52.285,52.99,,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,54.08,50,51.63,52.54,52.06,52.91,36363.04,46861863,0.817,26.18,0.071898562,0.203417643,54.05,0,1,1,50001000,5.32,0.49,8.86,4.74,141,DK
2018,TRYG,13.89, ,54.97230769,53.725,51.39,,51.04,55.27,60.98,64.61,51.91,53.15,54.61,56.14,53.89,51.04,51.31,51.47,59.09,56.44,50,52.71,53.86,53.12,55.21,46893.34,49455676,1.016,19.95,0.0474152,0.142755721,54.05,0,1,1,55130000,3.5,3.61,18.66,4.38,141,DK
2013,TUI,64.02,54.495,55.48692308,52.14,53.21,59.21,52.18,53.38,58.41,63.56,52.57,54.63,54.38,57.26,56.77,51.05,51.82,52.71,59.23,58.94,50,52.57,52.18,53.21,50.6,1976.56,2383435,0.329,-5.72,0.051633824,0.036969287,74.34,1,1,1,13229700,0.92,0.8,23.16,0,94,DE
2014,TUI,62.28,55.255,55.58538462,52.2175,53.67,61,52.59,53.76,59.29,63.28,52.85,53.76,54.12,57.27,56.58,51.97,51.97,52.37,60.06,59.09,50,52.66,52.52,52.85,50.84,3023.97,3394317,0.393,-0.3,0.060748036,0.044756261,82.5,1,1,1,13788100,1.49,1.28,16.37,1.25,94,DE
2015,TUI,56.86,54.88,53.58307692,51.46,53.4,60.38,52.34,53.4,56.89,59.57,52.57,52.21,53.13,54.94,53.48,51.42,51.2,51.07,55.92,54.18,50,51.52,51.31,52.08,50.93,7381.32,9590963,0.742,9.13,0.068334811,0.046972756,81.9,1,1,1,13755800,3.41,7.96,13.71,2.39,94,DE
