Title,Year,Genres,Duration,Rating,MPA,Votes
223. Patterns of Evidence: Exodus,2014,"['Faith & Spirituality Documentary', 'Documentary', 'History']",1h 55m,7.0,Unrated,1.2K
224. Shaadi Ke Side Effects,2014,"['Comedy', 'Romance']",2h 25m,5.6,Not Rated,4.3K
225. Darker Than Night,2014,"['Supernatural Horror', 'Horror']",1h 50m,4.3,R,1K
226. Song of the Sea,2014,"['Animal Adventure', 'Coming-of-Age', 'Fairy Tale', 'Hand-Drawn Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Drama', 'Family']",1h 33m,8.0,PG,65K
227. Atlas Shrugged: Who Is John Galt?,2014,"['Drama', 'Mystery', 'Sci-Fi']",1h 39m,4.3,PG-13,4K
228. Kochadaiiyaan,2014,"['Action', 'Adventure', 'Animation', 'History']",1h 58m,6.2,Not Rated,5.4K
229. Life Itself,2014,"['Biography', 'Documentary']",2h 1m,7.8,R,16K
230. Labyrinth of Lies,2014,"['Drama', 'History']",2h 4m,7.3,R,14K
231. Breakup Buddies,2014,"['Comedy', 'Drama', 'Romance']",1h 56m,6.4,,1.8K
232. Seymour: An Introduction,2014,"['Biography', 'Documentary', 'Music']",1h 24m,7.5,PG,1.2K
233. The Villain,2014,"['Psychological Thriller', 'Serial Killer', 'Tragedy', 'Action', 'Crime', 'Drama', 'Romance', 'Thriller']",2h 9m,6.6,Not Rated,23K
234. Land Ho!,2014,"['Adventure', 'Comedy']",1h 35m,6.0,R,2.7K
235. Kahlil Gibran's The Prophet,2014,"['Animation', 'Drama']",1h 25m,7.0,PG,5.1K
236. Yves Saint Laurent,2014,"['Costume Drama', 'Biography', 'Drama']",1h 46m,6.2,R,13K
237. Khoobsurat,2014,"['Comedy', 'Romance']",2h 10m,6.4,TV-14,9.3K
238. Holiday,2014,"['Action', 'Thriller']",2h 40m,7.2,Not Rated,31K
"239. Men, Women & Children",2014,"['Comedy', 'Drama']",1h 59m,6.6,R,34K
240. Red Army,2014,"['Sports Documentary', 'Biography', 'Documentary', 'History', 'Sport']",1h 24m,7.6,PG,7.3K
241. A Matter of Faith,2014,['Drama'],1h 29m,3.7,PG,1.7K
242. Hasee Toh Phasee,2014,"['Comedy', 'Romance']",2h 21m,6.8,Not Rated,17K
243. Frank,2014,"['Quirky Comedy', 'Comedy', 'Drama', 'Music']",1h 35m,6.9,R,83K
"244. Kumiko, The Treasure Hunter",2014,['Drama'],1h 45m,6.6,Not Rated,13K
245. Mary Kom,2014,"['Action', 'Biography', 'Drama', 'Sport']",2h 2m,6.8,Not Rated,12K
246. Finding Fanny,2014,"['Road Trip', 'Adventure', 'Comedy', 'Drama', 'Romance']",1h 42m,5.7,,6.8K
247. Welcome to Me,2014,"['Dark Comedy', 'Satire', 'Comedy', 'Drama']",1h 27m,5.9,R,20K
248. The Signal,2014,"['Cyber Thriller', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1h 37m,6.0,PG-13,70K
249. The Disappearance of Eleanor Rigby: Them,2014,"['Drama', 'Romance']",2h 3m,6.3,R,13K
250. Fleet of Time,2014,"['Drama', 'Romance']",1h 59m,5.5,,669
251. When Marnie Was There,2014,"['Anime', 'Iyashikei', 'Animation', 'Drama', 'Family', 'Mystery']",1h 43m,7.6,PG,51K
252. Jimmy's Hall,2014,"['Period Drama', 'Political Drama', 'Biography', 'Drama', 'History']",1h 49m,6.7,PG-13,7.1K
253. A Little Chaos,2014,"['Period Drama', 'Drama', 'Romance']",1h 57m,6.5,R,26K
254. 23 Blast,2014,"['Football', 'Drama', 'Sport']",1h 38m,6.4,PG-13,2.5K
255. On Any Sunday: The Next Chapter,2014,"['Extreme Sport', 'Action', 'Adventure', 'Documentary', 'Sport']",1h 30m,7.1,PG,425
256. Highway,2014,"['Crime', 'Drama', 'Romance']",2h 13m,7.6,Not Rated,31K
257. The Last: Naruto the Movie,2014,"['Adult Animation', 'Action', 'Adventure', 'Animation', 'Drama', 'Romance']",1h 52m,7.6,TV-14,19K
258. The One I Love,2014,"['Dark Romance', 'High-Concept Comedy', 'Psychological Drama', 'Suspense Mystery', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']",1h 31m,7.0,R,45K
259. Unsullied,2014,"['Action', 'Horror', 'Thriller']",1h 33m,4.0,R,339
260. The Two Faces of January,2014,"['Crime', 'Mystery', 'Romance', 'Thriller']",1h 36m,6.2,PG-13,34K
261. Deli Man,2014,"['Documentary', 'History']",1h 32m,7.1,PG-13,570
262. A Girl Walks Home Alone at Night,2014,"['Dark Romance', 'Vampire Horror', 'Drama', 'Horror', 'Romance', 'Thriller']",1h 41m,6.9,Not Rated,40K
263. Last Days in Vietnam,2014,"['History Documentary', 'Military Documentary', 'Documentary', 'History', 'War']",1h 38m,7.6,Not Rated,4.2K
264. Felix and Meira,2014,"['Drama', 'Romance']",1h 45m,6.7,R,1.7K
265. But Always,2014,"['Drama', 'Romance']",1h 46m,5.3,,505
266. Saint Laurent,2014,"['Biography', 'Drama', 'Romance']",2h 30m,6.1,R,6.6K
267. Beijing Love Story,2014,"['Drama', 'Romance']",2h 1m,5.8,,452
268. Cold in July,2014,"['Crime', 'Thriller']",1h 49m,6.7,R,38K
269. She's Beautiful When She's Angry,2014,"['Documentary', 'History']",1h 32m,7.8,Not Rated,1.7K
270. The Pirates,2014,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2h 10m,6.5,Not Rated,4.7K
271. Goodbye to Language,2014,"['Drama', 'Fantasy']",1h 10m,5.8,Not Rated,6.4K
272. Humpty Sharma Ki Dulhania,2014,"['Comedy', 'Drama', 'Romance']",2h 13m,6.0,Not Rated,14K
273. Coming Home,2014,"['Tragic Romance', 'Drama', 'Romance']",1h 49m,7.2,PG-13,6.8K
274. Women Who Flirt,2014,['Comedy'],1h 37m,5.8,,945
275. Glen Campbell: I'll Be Me,2014,"['Biography', 'Documentary', 'Family', 'Music']",1h 44m,7.9,PG,1.8K
276. Effie Gray,2014,"['Period Drama', 'Biography', 'Drama', 'Romance']",1h 44m,6.0,PG-13,7.2K
277. Maps to the Stars,2014,"['Satire', 'Comedy', 'Drama', 'Mystery']",1h 51m,6.2,R,43K
278. Noble,2014,"['Biography', 'Drama']",1h 40m,6.8,PG-13,1.9K
279. I Origins,2014,"['Drama', 'Mystery', 'Romance', 'Sci-Fi']",1h 46m,7.3,R,136K
280. Ballet 422,2014,"['Documentary', 'Music', 'Sport']",1h 15m,6.3,PG,1.3K
281. The Guest,2014,"['Psychological Thriller', 'Suspense Mystery', 'Action', 'Mystery', 'Thriller']",1h 40m,6.7,R,110K
282. Good Kill,2014,"['Drama', 'Thriller', 'War']",1h 42m,6.4,R,25K
283. Happy Ending,2014,"['Comedy', 'Romance']",2h 15m,5.4,Not Rated,4K
284. The Hornet's Nest,2014,"['Military Documentary', 'Action', 'Documentary', 'History', 'War']",1h 33m,6.7,R,2.9K
285. Merchants of Doubt,2014,['Documentary'],1h 36m,7.6,PG-13,4K
286. Above and Beyond,2014,"['Adventure', 'Documentary', 'History', 'War']",1h 30m,7.7,Not Rated,684
287. Elsa & Fred,2014,"['Feel-Good Romance', 'Screwball Comedy', 'Comedy', 'Drama', 'Romance']",1h 33m,6.5,PG-13,3.8K
288. Theeb,2014,"['Desert Adventure', 'Adventure', 'Drama', 'Thriller']",1h 40m,7.2,Not Rated,12K
289. White God,2014,"['Adventure', 'Drama', 'Thriller']",2h 1m,6.8,R,17K
290. A Borrowed Identity,2014,['Drama'],1h 44m,7.2,Not Rated,1.9K
291. Kundo: Age of the Rampant,2014,"['Action Epic', 'Period Drama', 'Action', 'Drama']",2h 17m,6.8,Not Rated,4K
"292. 20,000 Days on Earth",2014,"['Documentary', 'Drama', 'Music']",1h 37m,7.4,Not Rated,12K
293. In the Name of My Daughter,2014,"['True Crime', 'Crime', 'Drama']",1h 56m,6.1,R,1.9K
294. Main Tera Hero,2014,"['Action', 'Comedy', 'Romance']",2h 8m,5.1,Not Rated,10K
295. Love on the Cloud,2014,['Comedy'],2h 15m,4.0,,214
296. The Green Prince,2014,"['Biography', 'Documentary']",1h 41m,7.2,PG-13,3K
"297. Yo-kai Watch Movie: It's the Secret of Birth, Meow!",2014,"['Action', 'Animation', 'Comedy']",1h 37m,5.7,Not Rated,325
298. Action Jackson,2014,['Action'],2h 24m,3.4,Not Rated,4.5K
299. Alive Inside: A Story of Music and Memory,2014,"['News', 'Science & Technology Documentary', 'Documentary', 'Music']",1h 18m,8.2,Not Rated,3.3K
300. The Blue Room,2014,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",1h 16m,6.3,R,3.8K
301. National Gallery,2014,['Documentary'],3h,7.3,Not Rated,1.7K
302. Tazza: The Hidden Card,2014,"['Crime', 'Drama']",2h 27m,6.8,R,2.7K
303. Deepsea Challenge,2014,"['Nature Documentary', 'Documentary']",1h 31m,6.9,PG,2.4K
304. Art and Craft,2014,['Documentary'],1h 29m,7.1,Not Rated,1.8K
305. Diplomacy,2014,"['Drama', 'History', 'War']",1h 24m,7.1,Not Rated,6K
306. The Taking of Tiger Mountain,2014,"['Action', 'Adventure', 'History', 'War']",2h 21m,6.4,Not Rated,3.4K
307. Dr. Cabbie,2014,['Comedy'],1h 41m,6.0,TV-PG,3.9K
308. A Pigeon Sat on a Branch Reflecting on Existence,2014,"['Dark Comedy', 'Satire', 'Workplace Drama', 'Comedy', 'Drama', 'Fantasy']",1h 41m,6.9,PG-13,20K
309. The Breakup Guru,2014,['Comedy'],1h 54m,4.1,,693
310. Rob the Mob,2014,"['True Crime', 'Biography', 'Crime', 'Drama']",1h 44m,6.3,R,12K
311. Under the Electric Sky,2014,"['Documentary', 'Music']",1h 25m,6.5,PG-13,624
312. Jinn,2014,"['Fantasy', 'Horror', 'Thriller']",1h 37m,4.1,PG-13,4.9K
313. Listen Up Philip,2014,"['Comedy', 'Drama']",1h 48m,6.3,Not Rated,7.1K
314. Escobar: Paradise Lost,2014,"['Drug Crime', 'Tragedy', 'Crime', 'Drama', 'History', 'Romance', 'Thriller']",2h,6.5,R,24K
315. Gemma Bovery,2014,"['Comedy', 'Drama', 'Romance']",1h 39m,6.4,R,7K
316. The Connection,2014,"['True Crime', 'Action', 'Crime', 'Thriller']",2h 15m,7.1,R,13K
317. Lambert & Stamp,2014,"['Biography', 'Documentary', 'History', 'Music']",1h 57m,6.7,R,781
318. An Honest Liar,2014,"['Biography', 'Comedy', 'Documentary', 'History']",1h 30m,7.4,Not Rated,11K
319. Serena,2014,"['Drama', 'History', 'Romance']",1h 49m,5.4,R,31K
320. The Farewell Party,2014,"['Comedy', 'Drama', 'Romance']",1h 35m,7.0,Unrated,2.3K
321. That Demon Within,2014,"['Action', 'Crime', 'Horror']",1h 51m,5.9,,1.6K
322. Bolshoi Ballet: The Golden Age,2014,[],2h 20m,,,
323. A Brilliant Young Mind,2014,"['Drama', 'Romance']",1h 51m,7.1,PG-13,31K
324. God's Pocket,2014,"['Crime', 'Drama']",1h 28m,6.1,R,13K
325. Time Out of Mind,2014,['Drama'],2h,5.7,Unrated,4.6K
326. Nas: Time Is Illmatic,2014,"['Biography', 'Documentary', 'History', 'Music']",1h 14m,7.0,TV-14,3.4K
327. Keep on Keepin' On,2014,['Documentary'],1h 24m,7.7,R,1.1K
328. 5 to 7,2014,"['Comedy', 'Drama', 'Romance']",1h 35m,7.1,R,22K
329. 3 Hearts,2014,"['Drama', 'Romance']",1h 48m,5.9,PG-13,2.7K
330. Sinbad: The Fifth Voyage,2014,"['Action', 'Adventure', 'Fantasy']",1h 29m,3.5,PG-13,3.2K
331. Desert Dancer,2014,"['Biography', 'Drama', 'Music']",1h 44m,6.2,PG-13,2.1K
332. Samba,2014,"['Comedy', 'Drama', 'Romance']",1h 58m,6.7,R,18K
333. The Tribe,2014,"['Crime', 'Drama']",2h 6m,7.0,Unrated,12K
334. The New Girlfriend,2014,"['Comedy', 'Drama', 'Romance']",1h 48m,6.5,R,9.3K
335. The Last Five Years,2014,"['Pop Musical', 'Comedy', 'Drama', 'Musical', 'Romance']",1h 34m,5.9,PG-13,11K
336. Manglehorn,2014,['Drama'],1h 37m,5.5,PG-13,8.1K
337. The Divine Move,2014,"['Action', 'Crime', 'Drama', 'Thriller']",1h 58m,6.6,Not Rated,2.7K
338. La Sapienza,2014,['Drama'],1h 41m,6.5,Unrated,1.2K
339. Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2014,"['Documentary', 'Music']",1h 45m,7.8,Unrated,443
340. Raja Natwarlal,2014,"['Crime', 'Thriller']",2h 21m,6.2,,4.6K
341. Kung Fu Jungle,2014,"['Martial Arts', 'Action', 'Crime', 'Thriller']",1h 40m,6.4,Not Rated,12K
342. Bjork: Biophilia Live,2014,"['Documentary', 'Music']",1h 37m,7.9,Not Rated,507
343. Boulevard,2014,['Drama'],1h 28m,5.8,R,9.2K
344. Finding Fela,2014,"['Biography', 'Documentary', 'History', 'Music']",1h 59m,7.1,Not Rated,867
345. Hockney,2014,['Documentary'],1h 52m,6.8,TV-G,385
346. Do I Sound Gay?,2014,['Documentary'],1h 17m,6.0,Unrated,2.1K
347. Zero Motivation,2014,"['Satire', 'Comedy', 'Drama']",1h 37m,7.2,Unrated,4.6K
348. God the Father,2014,['Documentary'],1h 41m,5.0,R,711
349. Penton: The John Penton Story,2014,"['Adventure', 'Biography', 'Documentary', 'Sport']",2h 15m,8.1,,22
350. She's Funny That Way,2014,"['Comedy', 'Drama']",1h 33m,6.1,R,30K
351. Rich Hill,2014,"['Biography', 'Documentary', 'Drama', 'Family']",1h 31m,7.2,Not Rated,2.5K
352. The Overnighters,2014,"['Documentary', 'Drama']",1h 42m,7.4,PG-13,2.6K
353. The Look of Silence,2014,"['Biography', 'Documentary', 'History']",1h 43m,8.3,PG-13,14K
354. Adult Beginners,2014,"['Comedy', 'Drama']",1h 32m,5.6,R,8.9K
355. Ivory Tower,2014,"['News', 'Documentary', 'Family', 'History']",1h 30m,7.0,PG-13,1.4K
356. Six Dance Lessons in Six Weeks,2014,"['Comedy', 'Drama']",1h 47m,6.6,Not Rated,385
357. Every Secret Thing,2014,"['Crime', 'Drama', 'Mystery', 'Thriller']",1h 33m,6.1,R,9.6K
358. The Golden Era,2014,"['Biography', 'Drama', 'Romance']",2h 57m,6.4,,1.3K
359. God Help the Girl,2014,"['Drama', 'Music', 'Romance']",1h 52m,6.4,Unrated,9.3K
360. A Lego Brickumentary,2014,['Documentary'],1h 33m,6.8,G,2.3K
361. The Way He Looks,2014,"['Coming-of-Age', 'Teen Drama', 'Drama', 'Romance']",1h 36m,7.9,Not Rated,28K
362. Man from Reno,2014,"['Crime', 'Drama', 'Mystery', 'Thriller']",1h 51m,6.6,Not Rated,2.2K
363. Korengal,2014,"['Military Documentary', 'News', 'Biography', 'Documentary', 'History', 'War']",1h 24m,6.7,R,4.1K
364. Black Souls,2014,"['Crime', 'Drama']",1h 49m,6.8,Not Rated,3.2K
365. Beyond Sight: The Derek Rabelo Story,2014,"['Adventure', 'Documentary', 'Family', 'Sport']",1h 24m,8.6,PG,20
366. Cuban Fury,2014,"['Comedy', 'Romance', 'Sport']",1h 38m,6.2,R,20K
367. Pump,2014,['Documentary'],1h 28m,7.6,PG,661
368. The Principle,2014,"['News', 'Science & Technology Documentary', 'Documentary', 'Thriller']",1h 30m,4.3,PG,441
369. Life After Beth,2014,"['B-Horror', 'Dark Comedy', 'Dark Fantasy', 'Farce', 'Supernatural Fantasy', 'Supernatural Horror', 'Zombie Horror', 'Comedy', 'Fantasy', 'Horror']",1h 29m,5.7,R,25K
370. Sunshine Superman,2014,"['Extreme Sport', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']",1h 40m,6.9,PG,1.5K
371. Advanced Style,2014,"['Biography', 'Comedy', 'Documentary', 'Drama', 'Family']",1h 12m,7.2,,1K
"372. My Love, Don't Cross That River",2014,"['Documentary', 'Drama', 'Romance']",1h 26m,7.9,Not Rated,813
373. Trace Amounts,2014,"['Adventure', 'Documentary', 'Drama', 'History']",1h 37m,6.8,Not Rated,265
374. Heaven Knows What,2014,"['Crime', 'Drama']",1h 37m,6.8,R,9.6K
375. Blackbird,2014,['Drama'],1h 39m,5.6,R,1.1K
376. Whitey: United States of America v. James J. Bulger,2014,"['Biography', 'Crime', 'Documentary']",1h 47m,6.7,R,3.2K
377. Better Living Through Chemistry,2014,"['Dark Comedy', 'Comedy', 'Drama']",1h 31m,6.2,Not Rated,16K
378. The Wonders,2014,['Drama'],1h 50m,6.7,Not Rated,6.3K
379. Veil of Tears,2014,"['News', 'Documentary', 'Drama']",1h 30m,8.8,PG-13,71
380. The Better Angels,2014,"['Biography', 'Drama', 'History']",1h 35m,6.0,PG,1.5K
381. Take Me to the River,2014,"['Documentary', 'Music']",1h 35m,6.8,PG,231
382. Predestination,2014,"['Time Travel', 'Action', 'Drama', 'Sci-Fi', 'Thriller']",1h 37m,7.4,R,317K
383. I Am Big Bird: The Caroll Spinney Story,2014,"['Biography', 'Documentary', 'Drama']",1h 26m,7.5,Not Rated,1.7K
384. The Dark Horse,2014,"['Biography', 'Drama']",2h 4m,7.4,R,6.7K
385. Eden,2014,"['Biography', 'Drama', 'Music']",2h 11m,6.4,R,5.4K
386. Through a Lens Darkly: Black Photographers and the Emergence of a People,2014,"['Documentary', 'Family', 'History']",1h 30m,7.2,,190
387. The Duke of Burgundy,2014,"['Dark Romance', 'Drama', 'Romance']",1h 44m,6.5,Not Rated,15K
388. Heropanti,2014,"['Action', 'Drama', 'Romance']",2h 26m,5.2,Not Rated,11K
389. No Tears for the Dead,2014,"['One-Person Army Action', 'Tragedy', 'Action', 'Crime', 'Drama', 'Thriller']",1h 56m,6.7,Not Rated,7.4K
390. Dark Star: HR Gigers Welt,2014,"['Biography', 'Documentary']",1h 35m,6.9,Not Rated,1.3K
391. Flowers,2014,['Drama'],1h 39m,6.7,Not Rated,3.2K
392. Girlhood,2014,"['Coming-of-Age', 'Teen Drama', 'Drama']",1h 53m,6.9,Unrated,10K
393. Jauja,2014,"['Adventure', 'Drama', 'Fantasy', 'Western']",1h 49m,6.3,Not Rated,4.6K
394. Gueros,2014,"['Comedy', 'Drama']",1h 46m,7.5,Not Rated,5.4K
395. Cooties,2014,"['Dark Comedy', 'Parody', 'Zombie Horror', 'Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",1h 28m,5.7,R,29K
396. Frontera,2014,"['Drama', 'Thriller', 'Western']",1h 43m,6.6,PG-13,8.6K
397. Walk of Shame,2014,['Comedy'],1h 35m,6.0,R,58K
398. The One I Wrote for You,2014,"['Drama', 'Family', 'Music']",1h 50m,6.0,PG,439
399. Rudderless,2014,"['Comedy', 'Drama', 'Music']",1h 45m,7.4,R,20K
400. Sold,2014,['Drama'],1h 34m,6.8,PG-13,2K
401. The Bag Man,2014,"['Action', 'Crime', 'Drama', 'Thriller']",1h 48m,5.2,R,17K
402. Hellion,2014,"['Drama', 'Thriller']",1h 39m,6.0,R,5.7K
403. Clown,2014,"['Body Horror', 'Supernatural Horror', 'Horror', 'Thriller']",1h 40m,5.7,R,27K
404. The Search for General Tso,2014,"['Food Documentary', 'Comedy', 'Documentary', 'History', 'Mystery']",1h 11m,6.9,Not Rated,1.9K
405. Low Down,2014,"['Biography', 'Drama', 'Music']",1h 54m,6.1,R,2.2K
406. Beloved Sisters,2014,"['Drama', 'History', 'Romance']",2h 18m,6.1,Not Rated,1.6K
407. Aloft,2014,"['Psychological Drama', 'Drama']",1h 52m,5.3,R,4.1K
408. Ping Pong Summer,2014,"['Comedy', 'Drama', 'Sport']",1h 32m,5.4,Not Rated,3.1K
409. To Be Takei,2014,"['Biography', 'Documentary']",1h 34m,6.9,Not Rated,1.6K
410. The Last Man on the Moon,2014,"['Adventure', 'Biography', 'Documentary', 'History']",1h 35m,7.4,TV-MA,3.6K
411. We Come as Friends,2014,['Documentary'],1h 50m,7.4,Not Rated,760
412. In Order of Disappearance,2014,"['Dark Comedy', 'Gangster', 'Action', 'Crime', 'Drama', 'Thriller']",1h 56m,7.1,R,30K
413. The Yes Men Are Revolting,2014,['Documentary'],1h 31m,6.7,R,800
414. Spring,2014,"['Dark Romance', 'Monster Horror', 'Drama', 'Horror', 'Romance', 'Sci-Fi']",1h 49m,6.7,Not Rated,32K
415. Difret,2014,"['True Crime', 'Biography', 'Crime', 'Drama', 'History']",1h 39m,6.9,Unrated,1.4K
416. NOW: In the Wings on a World Stage,2014,['Documentary'],1h 37m,7.1,Not Rated,439
417. Shirin in Love,2014,"['Comedy', 'Romance']",1h 44m,5.0,TV-14,946
418. The Internet's Own Boy: The Story of Aaron Swartz,2014,"['Science & Technology Documentary', 'Biography', 'Crime', 'Documentary']",1h 45m,8.0,Not Rated,18K
419. The Seven Five,2014,"['Crime Documentary', 'Biography', 'Crime', 'Documentary', 'History']",1h 44m,7.6,R,6.4K
420. Appropriate Behavior,2014,"['Comedy', 'Drama', 'Romance']",1h 26m,6.5,Not Rated,4.8K
421. Monk with a Camera,2014,"['News', 'Biography', 'Documentary']",1h 30m,6.8,Not Rated,349
422. Beyond the Reach,2014,"['Action', 'Adventure', 'Thriller']",1h 31m,5.6,R,11K
423. Lost River,2014,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",1h 35m,5.7,R,19K
424. There's No Place Like Utopia,2014,['Documentary'],1h 50m,4.2,PG-13,246
425. The Salvation,2014,"['Action', 'Drama', 'Thriller', 'Western']",1h 32m,6.7,R,44K
426. River of Fundament,2014,"['Drama', 'Music']",5h 19m,6.2,,348
427. Madame Bovary,2014,"['Costume Drama', 'Period Drama', 'Drama', 'Romance']",1h 58m,5.7,R,9K
428. Next Goal Wins,2014,"['Soccer', 'Sports Documentary', 'Documentary', 'Sport']",1h 37m,7.8,Not Rated,3.2K
429. Breathe,2014,"['Coming-of-Age', 'Psychological Drama', 'Drama']",1h 31m,7.0,Not Rated,8K
430. Nowitzki: The Perfect Shot,2014,"['Basketball', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']",1h 45m,7.5,Not Rated,2.2K
431. Queen & Country,2014,"['Biography', 'Comedy', 'Drama', 'History']",1h 54m,6.2,TV-14,1.9K
432. Love Thy Nature,2014,['Documentary'],1h 16m,6.7,,161
433. The New Rijksmuseum - The Film,2014,"['Documentary', 'Drama']",2h,7.4,,296
434. Dead Snow 2: Red vs. Dead,2014,"['Body Horror', 'Zombie Horror', 'Action', 'Comedy', 'Horror']",1h 40m,6.8,R,27K
435. Match,2014,"['Comedy', 'Drama']",1h 32m,6.7,R,2.6K
436. Before We Go,2014,"['Comedy', 'Drama', 'Romance']",1h 35m,6.8,PG-13,66K
437. The Kindergarten Teacher,2014,['Drama'],1h 59m,6.6,Not Rated,1.4K
438. Not Cool,2014,"['Comedy', 'Drama', 'Romance']",1h 33m,3.5,R,6K
439. Expelled from Paradise,2014,"['Anime', 'Computer Animation', 'Mecha', 'Action', 'Adventure', 'Animation', 'Sci-Fi']",1h 44m,6.6,TV-14,1.9K
440. Tiger & Bunny: The Rising,2014,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",1h 48m,6.7,TV-14,425
441. Rocks in My Pockets,2014,"['Stop Motion Animation', 'Animation', 'Comedy', 'Drama']",1h 28m,7.4,Not Rated,927
442. White Bird in a Blizzard,2014,"['Coming-of-Age', 'Period Drama', 'Suspense Mystery', 'Teen Drama', 'Tragedy', 'Drama', 'Mystery', 'Thriller']",1h 31m,6.4,R,30K
443. K: Missing Kings,2014,"['Anime', 'Action', 'Animation', 'Fantasy']",1h 13m,6.8,TV-14,989
444. The Winding Stream,2014,"['Biography', 'Documentary', 'Family', 'Music']",1h 30m,7.7,Not Rated,260
445. Song One,2014,"['Drama', 'Music', 'Romance']",1h 26m,5.8,PG-13,10K
446. The Hero of Color City,2014,"['Adventure', 'Animation', 'Family', 'Fantasy']",1h 17m,3.9,G,767
447. Bird People,2014,"['Drama', 'Fantasy', 'Romance']",2h 7m,6.1,Unrated,3.3K
"448. Rio, I Love You",2014,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1h 50m,5.2,R,2.3K
449. Amira & Sam,2014,"['Comedy', 'Drama', 'Romance']",1h 30m,6.2,Not Rated,2.7K
450. Pasolini,2014,"['Docudrama', 'Period Drama', 'Biography', 'Drama']",1h 24m,5.9,Not Rated,4.7K
451. Happy Christmas,2014,"['Comedy', 'Drama']",1h 22m,5.4,R,9.1K
452. Runoff,2014,['Drama'],1h 30m,5.6,R,377
453. Paul Taylor: Creative Domain,2014,"['Biography', 'Documentary']",1h 26m,8.0,,27
454. Therapy for a Vampire,2014,"['Comedy', 'Horror']",1h 27m,6.3,Unrated,1.1K
455. A Long Way Off,2014,"['Drama', 'Family', 'Romance']",1h 45m,4.6,PG,229
"456. Like Sunday, Like Rain",2014,"['Drama', 'Music']",1h 44m,6.9,R,5.1K
457. The Cut,2014,"['Adventure', 'Drama', 'History', 'Mystery', 'War']",2h 18m,6.3,Not Rated,8.2K
458. The Keeping Room,2014,"['Drama', 'Western']",1h 35m,6.0,R,7.7K
459. Lilting,2014,"['Drama', 'Romance']",1h 31m,7.1,Not Rated,6.7K
460. Last Weekend,2014,"['Comedy', 'Drama']",1h 34m,5.5,Unrated,1.1K
461. Gurukulam,2014,"['Documentary', 'Drama']",1h 48m,7.3,Not Rated,44
462. Christian Mingle,2014,"['Comedy', 'Drama', 'Family', 'Romance']",1h 43m,4.2,PG,1.9K
463. Love at First Fight,2014,"['Adventure', 'Comedy', 'Romance']",1h 38m,6.6,Unrated,6.4K
464. Big Game,2014,"['Dark Comedy', 'Political Thriller', 'Survival', 'Action', 'Adventure', 'Comedy', 'Thriller', 'War']",1h 50m,5.4,PG-13,36K
465. Olvidados,2014,"['Drama', 'History', 'War']",1h 52m,5.8,Not Rated,167
466. Born to Fly: Elizabeth Streb vs. Gravity,2014,"['Action', 'Biography', 'Documentary', 'Sport']",1h 22m,6.7,Not Rated,73
467. After,2014,"['Drama', 'Mystery']",1h 39m,4.8,R,221
468. Kill Me Three Times,2014,"['Dark Comedy', 'Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']",1h 30m,5.8,R,24K
469. Emoticon ;),2014,['Drama'],1h 19m,5.3,Not Rated,130
470. Happy Valley,2014,"['Documentary', 'Drama', 'Sport']",1h 38m,7.1,Not Rated,1.3K
471. Believe Me,2014,"['Comedy', 'Drama']",1h 33m,5.0,PG-13,1.2K
472. Hippocrates: Diary of a French Doctor,2014,"['Comedy', 'Drama']",1h 42m,6.8,PG,3.6K
473. Video Games: The Movie,2014,"['Documentary', 'History']",1h 41m,6.1,Not Rated,5.6K
474. Court,2014,['Drama'],1h 56m,7.6,,5.5K
475. Animals,2014,"['Drama', 'Romance']",1h 30m,6.3,Not Rated,1.1K
476. The Decent One,2014,"['Documentary', 'Drama', 'History']",1h 34m,6.7,Not Rated,730
477. NightLights,2014,['Drama'],1h 37m,8.0,R,104
478. Lekar Hum Deewana Dil,2014,"['Comedy', 'Romance']",2h 20m,4.7,Not Rated,723
479. This Last Lonely Place,2014,"['Crime', 'Drama', 'Thriller']",1h 25m,7.6,Not Rated,97
