Total Comp,Top 20,Wide Industry,Company,CEO,City of Birth,State of Birth,Age,Undergrad,UG Degree,UG Date,AgeOfUnder,Graduate,Grad Degree,MBA?,MasterPhd?,G_date,AgeOfGradu,YearsFirm,YearsCEO,Salary,Bonus,other,St_gains,Comp for 5 yrs,Stock owned,Sales,Profits,Return over 5 yrs,Industry,Industry Code
203020000,TRUE,Travel,Walt Disney,Mr. Michael D Eisner,New York,NY,52,Denison U,BA,64,22,,none,0,0,,,10,10,750000,,9667,202261000,236771000,0.561,8865,779.5,17,Travel-hotelsrecreation,8
53110900,TRUE,Financial,Travelers,Mr. Sanford I Weill,New York,NY,61,Cornell,BA,55,22,,none,0,0,,,8,8,1018750,3030310,2161890,46900000,141605000,1.168,6797,950,28,Financial services-leasefinance,1
38675400,TRUE,Insurance,Conseco,Mr. Stephen C Hilbert,Terre Haute,IN,48,,,,,,none,0,0,,,15,15,250000,8287670,190570,29947100,51156100,2.842,2637,308.9,76,Insurance-lifehealth,4
38010500,TRUE,Travel,Mirage Resorts,Mr. Stephen A Wynn,New Haven,CT,52,U of Pennsylvan,BA,63,21,,none,0,0,,,21,21,1504940,,5564,36500000,43492500,14.835,953,48.1,24,Travel-hotelsrecreation,8
33689900,TRUE,Aerospacedefense,Loral,Mr. Bernard L Schwartz,New York,NY,68,CUNY City,BBA,48,22,,none,0,0,,,22,22,859000,3525670,3316240,25989000,64753300,1.728,3562,201.4,20,Aerospacedefense,11
32582300,TRUE,Health,Forest Laboratories,Mr. HowardSolomon,New York,NY,66,CUNY City,BA,49,21,Yale,JD,0,1,52,24,17,17,482885,60000,5707,32033700,62818700,1.258,333,75.7,23,Health-drugs,3
32228000,TRUE,Retailing,AutoZone,Mr. Joseph R Hyde III,Memphis,TN,51,U of North Caro,BS,65,22,,none,0,0,,,29,22,551670,551670,7552,31117100,34960900,10.038,1287,91.8,52,Retailing-specialty retailers,6
23136400,TRUE,Business,First Financial Mana,Mr. Patrick H Thomas,Atlanta,GA,51,Georgia State U,BS,60,17,Georgia State U,MS,0,1,61,18,23,20,875000,5410130,13423000,3428280,40027700,0.812,1670,127.6,28,Business-services,13
20658300,TRUE,Food,Cracker Barrel Old C,Mr. Dan W Evins,Smithville,TN,58,,,,,,none,0,0,,,24,24,326600,861748,30647,19439300,24016800,0.671,578,51.1,43,Food distributors-restaurant chains,2
16774500,TRUE,Insurance,ITT,Mr. Rand V Araskog,Fergus Falls,MN,62,US Military Aca,BS,53,21,,none,0,0,,,27,15,1525000,2584900,6836760,5827820,33770700,0.36,22043,963,15,Insurance-propertycasualty,4
16755600,TRUE,Entertainment,King World Productio,Mr. MichaelKing,Summit,NJ,46,Fairleigh Dicki,BA,71,23,,none,0,0,,,21,10,950000,1297000,11502,14497100,28655400,5.916,498,102.2,17,Entertainmentinformation-broadcasting,17
16171700,TRUE,Financial,Fund American Enterp,Mr. John J Byrne,Passaic,NJ,61,Rutgers,BS,54,21,U of Michigan,MS,0,1,59,26,9,9,550000,165000,4844980,10611800,80808800,7.705,251,70.4,20,Financial services-leasefinance,1
15914900,TRUE,Financial,Bear Stearns Cos,Mr. James E Cayne,Evanston,IL,60,,,,,,none,0,0,,,25,1,200000,8136970,7577980,,,3.011,3396,474.3,20,Financial services-brokerage,1
15706100,TRUE,Financial,Bankers Trust New Yo,Mr. Charles S Sanford Jr,Savannah,GA,57,U of Georgia,BA,58,21,U of Pennsylvan,MBA,1,1,60,23,33,7,750000,8115700,4032650,2807720,31104000,0.342,7800,1070,16,Financial services-multinational banks,1
15652900,TRUE,Entertainment,Viacom,Mr. Frank J Biondi Jr,New York,NY,49,Princeton,BA,66,21,Harvard,MBA,1,1,68,23,7,7,922045,1000000,13730800,,21464700,0.149,2005,169.5,9,Entertainmentinformation-broadcasting,17
15556700,TRUE,Retailing,Blockbuster Entertai,Mr. H WayneHuizenga,Evergreen Park,IL,56,,,,,,none,0,0,,,7,7,444231,112500,,15000000,18053500,4.38,2227,243.6,30,Retailing-specialty retailers,6
14925100,TRUE,Food,Brinker Internationa,Mr. Norman E Brinker,Denver,CO,63,San Diego State,,57,26,,none,0,0,,,11,11,573708,753887,104873,13492700,16617000,2.056,740,56.9,43,Food distributors-restaurant chains,2
14899200,TRUE,Aerospacedefense,General Dynamics,Mr. James R Mellor,Detroit,MI,64,U of Michigan,BS,52,22,U of Michigan,MS,0,1,53,23,13,1,670000,1350000,12879200,,,0.89,3187,885,24,Aerospacedefense,11
14651700,TRUE,Food,Coca-Cola,Mr. Roberto C Goizueta,Cuba,,62,Yale,BS,53,21,,none,0,0,,,40,13,1454000,2200000,1519540,9478130,51896200,0.623,13957,2188,28,Fooddrinktobacco-beverages,2
14176500,TRUE,Consumer,Duracell Internation,Mr. C RobertKidder,Freeport,NY,49,U of Michigan,BS,66,21,Iowa State,MS,0,1,68,23,17,10,610486,410000,22197,13133900,16388600,0.121,1788,132.2,23,Consumer nondurables-personal products,18
13944500,FALSE,Retailing,CUC International,Mr. Walter A Forbes,Rockford,IL,51,Northwestern U,BS,61,18,Harvard,MBA,1,1,68,25,18,18,583958,575000,144965,12640600,18809500,0.832,843,80,62,Retailing-home shopping,6
13565100,FALSE,Retailing,Circuit City Stores,Mr. Richard L Sharp,Washington,DC,47,,,,,,none,0,0,,,11,8,583012,870000,,12112000,18357100,1.024,3822,125.4,14,Retailing-consumer electronics,6
13070800,FALSE,Food,General Mills,Mr. H BrewsterAtwater J,Minneapolis,MN,63,Princeton,AB,52,21,Stanford U,MBA,1,1,54,23,36,13,607689,777800,88533,11596800,26277400,0.261,8381,518.8,17,Fooddrinktobacco-food processors,2
12837900,FALSE,ComputersComm,Applied Materials,Mr. James C Morgan,Danville,IL,55,Cornell,BS,62,23,Cornell,MBA,1,1,63,24,18,17,485000,388000,641069,11323800,22301000,0.556,1205,122.4,50,Computerscommunications-peripherals,16
12702700,FALSE,ComputersComm,Advanced Micro Devic,Mr. Walter J Sanders III,Chicago,IL,57,U of Illinois,BSE,58,21,,none,0,0,,,25,25,929000,2081420,1415880,8276420,41334500,0.385,1648,228.8,30,Computerscommunications-peripherals,16
12385900,FALSE,Insurance,Equitable Cos,Mr. Richard H Jenrette,Raleigh,NC,65,U of North Caro,BA,51,22,Harvard,MBA,1,1,57,28,35,4,730000,11400000,255896,,21332500,0.00001,6480,234.5,74,Insurance-lifehealth,4
12327000,FALSE,Food,Quaker Oats,Mr. William D Smithburg,Chicago,IL,55,DePaul U,BS,60,21,Northwestern U,MBA,1,1,61,22,28,13,795000,748800,6337280,4445890,24309400,0.219,5792,304.6,8,Fooddrinktobacco-food processors,2
12203300,FALSE,Forest,Louisiana-Pacific,Mr. Harry A Merlo,Stirling City,CA,69,U of Cal Berkel,BS,49,24,,none,0,0,,,44,20,650000,,11553300,,22134100,1.143,2511,254.4,31,Forest products-paperlumber,9
12112000,FALSE,Entertainment,Comcast,Mr. Ralph J Roberts,New York,NY,74,U of Pennsylvan,BS,41,21,,none,0,0,,,32,31,772958,,4257930,7081150,31947800,8.056,1338,-98.9,15,Entertainmentinformation-broadcasting,17
11965700,FALSE,Food,Sara Lee,Mr. John H Bryan,West Point,MS,57,Rhodes C,BA,58,21,,none,0,0,,,34,19,885144,870053,207447,10003000,31667000,0.317,14963,733,15,Fooddrinktobacco-food processors,2
11853200,FALSE,Consumer,Whirlpool,Mr. David R Whitwam,Stanley,WI,52,U of Wisc Madis,BS,67,25,,none,0,0,,,26,7,800000,1300000,3497530,6255710,18494700,0.233,7533,231,20,Consumer durables-appliances,18
11705900,FALSE,Financial,Mellon Bank,Mr. Frank V Cahouet,Boston,MA,61,Harvard,BA,54,21,U of Penn-Whart,MBA,1,1,59,26,7,7,760000,625000,2287530,8033410,23139200,0.426,3237,361,20,Financial services-regional banks,1
11282200,FALSE,Consumer,Goodyear TireRubbe,Mr. Stanley C Gault,Wooster,OH,68,Col of Wooster,BA,48,22,,none,0,0,,,3,3,935000,1018970,36057,9292190,13938800,0.068,11643,488.7,14,Consumer durables-automotive parts,18
10967200,FALSE,ComputersComm,Parametric Technolog,Mr. Steven C Walske,Los Alamos,NM,41,Princeton,BA,74,21,Harvard,MBA,1,1,78,25,7,7,250000,400000,4497,10312800,26817900,1.979,184,49.3,62,Computerscommunications-software,16
10780600,FALSE,Insurance,SunAmerica,Mr. EliBroad,New York,NY,60,Michigan State,BA,54,20,,none,0,0,,,37,37,595833,970320,972835,8241610,21736600,19.186,884,138.6,38,Insurance-lifehealth,4
10568400,FALSE,Construction,Centex,Mr. Laurence E Hirsch,New York,NY,48,U of Pennsylvan,BS,68,22,Villanova,JD,0,1,71,25,9,6,464167,330000,24261,9750000,13131700,0.729,2996,78.7,18,Construction-builders,0
10149200,FALSE,Financial,PaineWebber Group,Mr. Donald B Marron,Goshen,NY,59,,,,,,none,0,0,,,35,14,600000,6300000,534432,2714750,25615300,1.346,4005,246.2,20,Financial services-brokerage,1
9678660,FALSE,Insurance,Leucadia National,Mr. Ian M Cumming,Canada,,54,U of Kansas,,62,22,,none,0,0,,,16,16,464412,1614120,250127,7350000,17392700,19.521,1408,116.3,38,Insurance-diversified,4
9544050,FALSE,Aerospacedefense,AlliedSignal,Mr. Lawrence A Bossidy,Pittsfield,MA,59,Colgate U,BA,57,22,,none,0,0,,,3,3,1100000,1500000,4128400,2815650,20743300,0.063,11827,656,22,Aerospacedefense,11
9259790,FALSE,Consumer,Chrysler,Mr. Robert J Eaton,Buena Vista,CO,54,U of Kansas,BSM,63,23,,none,0,0,,,2,1,928750,1900000,1952760,4478270,,0.029,43600,2415,21,Consumer durables-automobilestrucks,18
9111170,FALSE,Consumer,Premark Internationa,Mr. Warren L Batts,Norfolk,VA,61,Georgia Tech,BEE,61,28,Harvard,MBA,1,1,63,30,14,8,683333,910000,591272,6926560,17672600,0.927,3097,172.5,20,Consumer durables-home furnishings,18
9093260,FALSE,Capital goods,Emerson Electric,Mr. Charles F Knight,Lake Forest,IL,58,Cornell,BME,58,22,Cornell,MBA,1,1,59,23,21,21,800000,1100000,6196990,996275,19707900,0.27,8200,838.7,18,Capital goods-electrical equipment,14
8920400,FALSE,ComputersComm,International Game T,Mr. John J Russell,Oklahoma City,OK,64,,,,,,none,0,0,,,8,1,275000,323750,74294,8247360,,0.161,532,113.9,80,Computerscommunications-peripherals,16
8833030,FALSE,Entertainment,Time Warner,Mr. Gerald M Levin,Philadelphia,PA,55,Haverford C,BA,60,21,U of Pennsylvan,LLB,0,1,63,24,15,2,1050000,4000000,3783030,,17514700,0.117,14544,-164,7,Entertainmentinformation-broadcasting,17
8410030,FALSE,Business,Sensormatic Electron,Mr. Ronald G Assaf,Akron,OH,58,,,,,,none,0,0,,,28,23,415484,370000,51046,7573500,11983900,0.512,549,63.2,38,Business-supplies,13
8378200,FALSE,Consumer,ProcterGamble,Mr. Edwin L Artzt,New York,NY,64,U of Oregon,BS,51,21,,none,0,0,,,40,4,1137500,625000,301200,6314500,18542200,0.051,30067,571,21,Consumer nondurables-personal products,18
8125370,FALSE,Financial,Merrill Lynch,Mr. Daniel P Tully,New York,NY,62,St John's U NY,BA,53,21,,none,0,0,,,38,2,500000,6200000,1425370,,26552600,0.248,16588,1394.4,25,Financial services-brokerage,1
8110850,FALSE,Business,Automatic Data Proce,Mr. Josh S Weston,Brooklyn,NY,65,CUNY City,BS,50,21,U of New Zealan,MA,0,1,52,23,24,11,1005000,,436600,6669250,19719900,0.161,2339,310.8,24,Business-services,13
8075920,FALSE,ComputersComm,EMC,Mr. Michael C Ruettgers,Muskogee,OK,51,Idaho State,BBA,64,21,Harvard,MBA,1,1,67,24,6,2,225000,525000,2000,7323920,,0.127,783,127.1,102,Computerscommunications-peripherals,16
7782330,FALSE,Energy,Burlington Resources,Mr. Thomas H O'Leary,New York,NY,60,Col of the Holy,BA,54,20,U of Pennsylvan,MBA,1,1,61,27,12,5,750000,750000,200494,6081830,19596300,0.088,1249,256.3,2,Energy-other energy,12
7709730,FALSE,ComputersComm,International Busine,Mr. Louis V Gerstner Jr,Mineola,NY,52,Dartmouth,BA,63,21,Harvard,MBA,1,1,65,23,1,1,1500000,1125000,5084730,,,0.005,62716,-7987,-9,Computerscommunications-major systems,16
7524320,FALSE,Food,American Brands,Mr. William J Alley,Vernon,TX,64,U of Oklahoma,BBA,51,21,U of Oklahoma,JD,0,1,54,24,27,7,1053600,862125,5608600,,20516200,0.069,8288,668.2,3,Fooddrinktobacco-tobacco,0
7285420,FALSE,Aerospacedefense,General Electric,Mr. John F Welch Jr,Peabody,MA,58,U of Massachuse,BS,57,21,U of Illinois,PhD,0,1,60,24,34,13,1750000,2200000,441046,2894380,31373600,0.021,60562,5177,21,Aerospacedefense,11
7209090,FALSE,Energy,Enron,Mr. Kenneth L Lay,Tyrone,MO,52,U of Missouri,BA,64,22,U of Houston,PhD,0,1,70,28,10,10,960000,1040000,2412270,2796820,27021300,0.319,10097,332.5,31,Energy-other gas,12
7154000,FALSE,Consumer,Eastman Kodak,Mr. George M C Fisher,Anna,IL,53,U of Illinois,BS,62,21,Brown,MS,0,1,64,23,1,1,2000000,154000,5000000,,,0.038,16364,475,9,Consumer nondurables-photographytoys,18
6972760,FALSE,Metals,Engelhard,Mr. Orin R Smith,Newark,NJ,58,Brown,BA,57,21,Seton Hall C,MBA,1,1,64,28,17,10,670034,585000,983190,4734540,18450700,0.555,2151,16.7,27,Metals-nonferrous metals,5
6912640,FALSE,Construction,Masco,Mr. Richard A Manoogian,Long Branch,NJ,57,Yale,BA,58,21,,none,0,0,,,36,26,908000,294000,4402270,1308370,39338400,0.645,3886,221.1,7,Construction-materials,0
6736920,FALSE,Energy,Panhandle Eastern,Mr. Dennis R Hendrix,Selmer,TN,54,U of Tenn Knoxv,BS,62,22,Georgia State U,MBA,1,1,67,27,9,4,,,6736920,,9812760,0.365,2121,148.1,6,Energy-other gas,12
6680930,FALSE,Chemicals,Monsanto,Mr. Richard J Mahoney,Springfield,MA,60,U of Massachuse,BS,55,21,,none,0,0,,,32,11,900000,1188000,1358380,3234550,14389900,0.124,7902,494,14,Chemicals-diversified,15
6519540,FALSE,Retailing,Price/Costco,Mr. James D Sinegal,Pittsburgh,PA,58,San Diego State,BA,59,23,,none,0,0,,,9,6,300000,,20625,6198910,8217950,1.381,15681,145.9,2,Retailing-specialty retailers,6
6398700,FALSE,ComputersComm,Motorola,Mr. Gary L Tooker,Shelby,OH,54,Arizona State,BSE,62,22,,none,0,0,,,32,1,770000,847000,14100,4767600,,0.028,16963,1022,39,Computerscommunications-peripherals,16
6389490,FALSE,Entertainment,Harcourt General,Mr. Robert J Tarr Jr,Freeport,NY,50,US Naval Acad,BS,66,22,Harvard,MBA,1,1,73,29,18,2,1250000,937500,3067120,1134870,10528000,0.382,3681,158.6,9,Entertainmentinformation-publishing,17
6333720,FALSE,Transport,Conrail,Mr. James A Hagen,Forrest City,IA,62,St Ambrose C,BA,56,24,U of Iowa,MA,0,1,58,26,5,5,646899,19500,15434,5651890,10435700,0.092,3453,234,32,Transport-railroad,7
6287640,FALSE,Transport,Kansas City Southern,Mr. Landon H Rowland,Fuquay Springs,NC,57,Dartmouth,BA,59,22,Harvard,LLB,0,1,62,25,14,7,500345,,552624,5234670,11341700,0.533,961,97,43,Transport-railroad,7
6247350,FALSE,Entertainment,American Greetings,Mr. MorryWeiss,Czechoslovakia,,54,Case Western,BA,61,21,,none,0,0,,,33,6,500000,470000,17973,5259380,10735600,1.319,1740,125.4,20,Entertainmentinformation-publishing,17
6231000,FALSE,Insurance,Reliance Group Holdi,Mr. Saul P Steinberg,New York,NY,54,U of Pennsylvan,BS,61,21,,none,0,0,,,33,33,2700000,2700000,831000,,31722300,38.028,2963,85.5,7,Insurance-propertycasualty,4
6209540,FALSE,Financial,Norwest,Mr. Richard M Kovacevich,Tacoma,WA,50,Stanford U,BS,65,21,Stanford U,MS,0,1,66,22,8,1,700000,1260000,618430,3631110,,0.165,5277,653.6,25,Financial services-regional banks,1
6124100,FALSE,Business,Olsten,Mr. Frank N Liguori,New York,NY,47,St Francis C NY,BBA,69,22,,none,0,0,,,23,4,621154,500000,5002950,,9623310,1.613,2158,-11.9,24,Business-services,13
6057940,FALSE,Health,American Home Produc,Mr. John R Stafford,Harrisburg,PA,56,Dickinson C,BA,59,21,George Washingt,LLB,0,1,62,24,24,7,1085000,1085000,32550,3855390,21682300,0.041,8305,1469.3,11,Health-drugs,3
5852520,FALSE,Health,Schering-Plough,Mr. Robert P Luciano,New York,NY,60,CUNY City,BBA,54,20,U of Michigan,JD,0,1,58,24,16,12,1070000,947000,1948740,1886770,20411800,0.013,4341,825,15,Health-drugs,3
5827330,FALSE,Financial,JP MorganCo,Mr. DennisWeatherstone,England,,63,,,,,,none,0,0,,,48,4,700000,2354400,748863,2024070,17238100,0.064,11941,1723,14,Financial services-multinational banks,1
5805380,FALSE,ComputersComm,Itel,Mr. Rod F Dammeyer,Cleveland,OH,53,Kent State U,BA,60,19,,none,0,0,,,9,1,685750,675000,99324,4345310,,0.147,1909,14.8,4,Computerscommunications-major systems,16
5739200,FALSE,ComputersComm,BMC Software,Mr. Max P Watson Jr,New Orleans,LA,48,Louisiana Tech,BBA,68,22,,none,0,0,,,9,4,240000,621075,982500,3895630,11823600,0.698,274,81.2,41,Computerscommunications-software,16
5685500,FALSE,Consumer,Dial,Mr. John W Teets,Elgin,IL,60,,,,,,none,0,0,,,30,13,1150330,1173300,3361870,,20386900,0.541,3000,142.4,17,Consumer nondurables-personal products,18
5584670,FALSE,Transport,CSX,Mr. John W Snow,Toledo,OH,54,U of Toledo,BA,62,22,U of Virginia,PhD,0,1,65,25,17,5,746758,850894,1740150,2246880,15755800,0.244,8940,359,26,Transport-railroad,7
5409690,FALSE,ComputersComm,Citizens Utilities,Dr. LeonardTow,Brooklyn,NY,66,CUNY Brooklyn,BA,50,22,Columbia,PhD,0,1,60,32,4,4,1003000,485000,3921690,,21969500,1.94,619,125.6,6,Computerscommunications-telecommun,16
5354910,FALSE,Aerospacedefense,Rockwell Internation,Mr. Donald R Beall,Beaumont,CA,55,San Jose State,BS,60,21,U of Pittsburgh,MBA,1,1,61,22,26,6,815000,900000,3639910,,15142300,0.181,10952,583.6,16,Aerospacedefense,11
5305940,FALSE,ComputersComm,DSC Communications,Mr. James L Donald,Carthage,TX,62,SMU,BSI,57,25,SMU,MSIE,0,1,65,33,13,13,687682,1460000,3158260,,11804700,0.263,731,81.7,38,Computerscommunications-telecommun,16
5302870,FALSE,Insurance,Aflac,Mr. Daniel P Amos,Pensacola,FL,42,U of Georgia,BS,73,21,,none,0,0,,,21,4,913218,658346,245049,3486260,13743100,0.898,5001,243.9,20,Insurance-lifehealth,4
5296770,FALSE,Health,Humana,Mr. David A Jones,Louisville,KY,62,U of Louisville,BS,54,22,Yale,JD,0,1,60,28,33,33,790600,790126,744066,2971970,16948100,5.895,3137,89,25,Health-health care services,3
5245380,FALSE,Entertainment,BHC Communications,Mr. Herbert J Siegel,Philadelphia,PA,66,Lehigh U,BA,50,22,,none,0,0,,,27,17,884975,3677790,682620,,33741600,18.457,412,224.3,10,Entertainmentinformation-broadcasting,17
5214890,FALSE,Transport,Burlington Northern,Mr. GeraldGrinstein,Seattle,WA,61,Yale,BA,54,21,Harvard,LLB,0,1,57,24,7,5,600000,767760,3847130,,13553200,0.317,4699,296,26,Transport-railroad,7
5103330,FALSE,Financial,Dean Witter Discover,Mr. Philip J Purcell,Salt Lake City,UT,50,U of Notre Dame,BBA,64,20,U of Chicago,MBA,1,1,67,23,16,12,650000,2500000,1953330,,11680400,0.102,5822,603.6,,Financial services-leasefinance,1
5095980,FALSE,Insurance,American Internation,Mr. Maurice R Greenberg,New York,NY,69,U of Miami,BA,48,23,NY Law School,LLB,0,1,50,25,33,27,1231730,1100000,2998,2761250,14833300,2.151,20135,1918.1,15,Insurance-diversified,4
5095700,FALSE,Financial,Morgan Stanley Group,Mr. Richard B Fisher,Philadelphia,PA,57,Princeton,BA,57,20,Harvard,MBA,1,1,62,25,32,3,475000,2862500,1758200,,15475000,3.212,9176,786.1,18,Financial services-brokerage,1
4956200,FALSE,Health,Mylan Laboratories,Mr. MilanPuskar,Vintondale,PA,59,Youngstown Stat,BS,60,25,,none,0,0,,,33,1,700000,1400000,481200,2375000,,2.188,244,77.1,34,Health-drugs,3
4838040,FALSE,Financial,NationsBank,Mr. Hugh L McColl Jr,Bennettsville,SC,58,U of North Caro,BS,57,21,,none,0,0,,,35,11,800000,1800000,2238040,,18496800,0.096,10392,1301.4,9,Financial services-regional banks,1
4784830,FALSE,Aerospacedefense,Raytheon,Mr. Dennis J Picard,Providence,RI,61,Northeastern U,BSE,62,29,,none,0,0,,,39,3,870762,870000,2109560,934514,10653100,0.144,9201,693,17,Aerospacedefense,11
4705780,FALSE,Retailing,May Department Store,Mr. David C Farrell,Chicago,IL,60,Antioch U,BA,56,22,,none,0,0,,,38,15,1100000,408112,880652,2317010,13793300,0.315,11529,711,21,Retailing-department stores,6
4697230,FALSE,Health,HealthTrust,Mr. R ClaytonMcWhorter,Chattanooga,TN,60,Samford U,BS,55,21,,none,0,0,,,24,7,750000,375000,3572230,,6630930,0.781,2425,140.7,37,Health-health care services,3
4602630,FALSE,Construction,Fluor,Mr. Leslie G McCraw,Sandy Springs,SC,59,Clemson U,BSC,56,21,,none,0,0,,,19,4,680040,610000,562592,2750000,14994400,0.114,8101,175.1,18,Construction-builders,0
4576230,FALSE,Financial,Federal National Mor,Mr. James A Johnson,Benson,MN,50,U of Minnesota,BA,65,21,Princeton,MA,0,1,68,24,4,3,700000,668338,3207890,,10524600,0.018,16054,2042.5,32,Financial services-leasefinance,1
4485530,FALSE,Financial,American Express,Mr. HarveyGolub,New York,NY,55,NYU,BS,61,22,,none,0,0,,,10,1,776923,1850000,1242750,615858,,0.047,14173,1605,1,Financial services-leasefinance,1
4459340,FALSE,Insurance,USFG,Mr. Norman P Blake Jr,New York,NY,52,Purdue U,BA,64,22,Purdue U,MA,0,1,66,24,3,3,1007680,1364080,2087580,,8589430,0.055,3249,127.2,-12,Insurance-propertycasualty,4
4436690,FALSE,ComputersComm,Southwestern Bell,Mr. Edward E Whitacre Jr,Ennis,TX,52,Texas Tech U,BSI,64,22,,none,0,0,,,31,4,762000,1124000,2550690,,13644700,0.035,10690,1435.2,18,Computerscommunications-telecommun,16
4396750,FALSE,Financial,Citicorp,Mr. John S Reed,Chicago,IL,55,MIT,BS,61,22,MIT,MS,0,1,65,26,29,10,1150000,3000000,69000,177750,11441000,0.115,32196,1919,9,Financial services-multinational banks,1
4380070,FALSE,Consumer,Hasbro,Mr. Alan G Hassenfeld,Providence,RI,45,U of Pennsylvan,BA,70,21,,none,0,0,,,24,5,872807,600000,98282,2808980,12453800,3.667,2747,200,25,Consumer nondurables-photographytoys,18
4373310,FALSE,Insurance,American General,Mr. Harold S Hook,Kansas City,MO,62,U of Missouri,BS,53,21,U of Missouri,MA,0,1,54,22,24,16,980000,784000,749207,1860100,15479400,0.143,4829,250,16,Insurance-lifehealth,4
4350150,FALSE,Insurance,Progressive,Mr. Peter B Lewis,Cleveland,OH,60,Princeton,AB,55,21,,none,0,0,,,39,29,1000000,1400000,1950150,,15877200,13.934,1955,267.3,24,Insurance-propertycasualty,4
4308540,FALSE,Transport,Santa Fe Pacific,Mr. Robert D Krebs,Sacramento,CA,52,Stanford U,BA,64,22,Harvard,MBA,1,1,66,24,28,7,450000,143550,82544,3632440,8665240,0.165,2726,338.8,18,Transport-railroad,7
4173010,FALSE,Retailing,Sears Roebuck,Mr. Edward A Brennan,Chicago,IL,60,Marquette U,BS,55,21,,none,0,0,,,38,8,1025000,2050000,26548,1071460,11161000,0.045,50838,2409.1,10,Retailing-department stores,6
4164330,FALSE,Financial,PNC Bank,Mr. Thomas H O'Brien,Pittsburgh,PA,57,U of Notre Dame,BS,58,21,Harvard,MBA,1,1,62,25,32,9,800000,1200000,139334,2025000,11187400,0.071,4146,745.3,11,Financial services-regional banks,1
4154620,FALSE,Consumer,Unifi,Mr. William T Kretzer,Pittsburgh,PA,47,NC State U,BA,68,21,,none,0,0,,,23,9,650000,400000,33058,3071560,13729000,0.599,1365,114.9,23,Consumer nondurables-textiles,18
4069420,FALSE,Aerospacedefense,Martin Marietta,Mr. Norman R Augustine,Denver,CO,58,Princeton,BSE,57,21,Princeton,MSE,0,1,59,23,17,6,830000,800000,1645320,794103,12625100,0.108,9436,450.3,17,Aerospacedefense,11
4004090,FALSE,Energy,Exxon,Mr. Lee R Raymond,Watertown,SD,55,U of Wisc Madis,BS,60,21,U of Minnesota,PhD,0,1,63,24,31,1,1143330,500000,352567,2008190,,0.006,97825,5280,13,Energy-international oils,12
3983410,FALSE,ComputersComm,ATT,Mr. Robert E Allen,Joplin,MO,59,Wabash C,BA,57,22,,none,0,0,,,37,6,1032000,1356700,1594710,,16639100,0.01,67156,3974,14,Computerscommunications-telecommun,16
3972810,FALSE,Health,Bristol-Myers Squibb,Mr. Charles A Heimbold Jr,Newark,NJ,60,Villanova,BA,54,20,U of Pennsylvan,LLB,0,1,60,26,31,1,828625,621121,2523070,,,0.026,11413,1959,6,Health-drugs,3
3960920,FALSE,ComputersComm,Silicon Graphics,Mr. Edward R McCracken,Fairfield,IA,50,Iowa State,BSE,66,22,Stanford U,MBA,1,1,68,24,10,10,636043,310000,,3014880,10512200,0.389,1262,114.7,44,Computerscommunications-major systems,16
3884360,FALSE,Consumer,TRW,Mr. Joseph T Gorman,Rising Sun,IN,56,Kent State U,BA,60,22,Yale,LLB,0,1,62,24,26,5,896667,661000,2326700,,10651900,0.09,7948,220,13,Consumer durables-automotive parts,18
3806940,FALSE,Energy,Occidental Petroleum,Dr. Ray R Irani,Lebanon,,59,American U Beir,BS,53,18,USC,PhD,0,1,57,22,11,3,1900000,872000,1034940,,18657200,0.192,8116,295,-3,Energy-other energy,12
3737930,FALSE,Financial,KeyCorp,Mr. Victor J Riley Jr,Buffalo,NY,62,U of Notre Dame,BA,53,21,,none,0,0,,,30,20,720000,720000,2297930,,7316910,0.011,5186,709.9,16,Financial services-regional banks,1
3719270,FALSE,ComputersComm,Computer Associates,Mr. Charles B Wang,China,,49,CUNY Queens,BS,67,22,,none,0,0,,,18,18,1000000,2700000,19271,,12402200,4.141,2055,341.6,13,Computerscommunications-software,16
3701460,FALSE,Consumer,Ford Motor,Mr. Alexander J Trotman,England,,60,Michigan State,MBA,72,38,,none,0,0,,,39,1,716667,1000000,136042,1848750,,0.008,108521,2529,10,Consumer durables-automobilestrucks,18
3659940,FALSE,Financial,Dreyfus,Mr. HowardStein,New York,NY,67,,,,,,none,0,0,,,39,23,237981,1374220,916049,1131690,12949900,3.123,386,99.4,13,Financial services-leasefinance,1
3646680,FALSE,Energy,Mapco,Mr. James E Barnes,Ponca City,OK,60,Oklahoma State,BS,57,23,,none,0,0,,,11,10,675000,1292000,304971,1374700,18223200,0.684,2567,127,16,Energy-other energy,12
3631940,FALSE,ComputersComm,Seagate Technology,Mr. Alan F Shugart,Los Angeles,CA,63,U of Redlands,BS,53,22,,none,0,0,,,15,15,550000,411000,1679690,991250,9677880,0.482,3114,151.3,15,Computerscommunications-peripherals,16
3618090,FALSE,Consumer,Service Corp Interna,Mr. Robert L Waltrip,Austin,TX,63,U of Houston,BBA,54,23,,none,0,0,,,32,32,717500,882000,2018590,,17974300,0.746,899,103.1,19,Consumer nondurables-personal products,18
3567130,FALSE,Financial,Chase Manhattan,Mr. Thomas G Labrecque,Long Branch,NJ,55,Villanova,BA,60,21,,none,0,0,,,30,4,750000,1500000,1037490,279634,7058520,0.05,11417,466,3,Financial services-multinational banks,1
